date,first,second,third,fourth,fifth,sixth,seventh
2008-01-16,03,04,05,12,28,03,12
2008-01-14,10,12,26,29,34,05,07
2008-01-12,18,25,29,31,34,09,10
2008-01-09,09,22,24,31,33,08,09
2008-01-07,01,11,13,32,35,02,07
2008-01-05,01,12,24,31,32,10,12
2008-01-02,01,02,11,34,35,03,10
2007-12-31,06,08,16,25,27,08,12
2007-12-29,06,19,27,28,29,06,10
2007-12-26,07,12,26,31,32,03,08
2007-12-24,04,20,24,31,33,09,12
2007-12-22,08,13,24,30,34,01,12
2007-12-19,17,18,21,23,33,06,10
2007-12-17,08,18,30,31,33,04,09
2007-12-15,14,18,19,26,28,03,09
2007-12-12,17,24,28,29,33,02,05
2007-12-10,05,11,18,29,34,10,11
2007-12-08,01,05,20,21,24,03,04
2007-12-05,03,05,14,33,34,07,08
2007-12-03,06,18,20,22,35,04,09
2007-12-01,01,15,20,25,27,05,10
2007-11-28,06,09,25,26,31,02,08
2007-11-26,09,12,14,22,23,01,02
2007-11-24,04,06,12,13,24,01,04
2007-11-21,02,09,12,15,31,09,10
2007-11-19,05,11,20,30,32,07,11
2007-11-17,16,17,23,24,31,05,10
2007-11-14,04,05,09,12,23,02,11
2007-11-12,21,24,26,27,33,01,05
2007-11-10,10,22,32,33,35,01,07
2007-11-07,07,26,29,30,35,03,04
2007-11-05,02,13,16,21,35,01,05
2007-11-03,04,09,13,14,33,06,10
2007-10-31,11,18,25,30,31,04,09
2007-10-29,04,07,08,19,24,07,12
2007-10-27,19,20,24,29,31,09,10
2007-10-24,02,16,32,33,35,05,10
2007-10-22,10,31,33,34,35,07,12
2007-10-20,01,04,10,14,29,11,12
2007-10-17,02,10,19,28,29,02,09
2007-10-15,12,13,29,30,31,04,07
2007-10-13,04,15,23,31,33,03,09
2007-10-10,08,21,25,28,33,02,06
2007-10-08,14,16,30,32,35,06,07
2007-10-06,04,11,17,20,21,05,09
2007-10-03,10,16,24,31,33,07,10
2007-10-01,04,10,19,29,34,03,06
2007-09-29,11,16,19,21,25,01,10
2007-09-26,01,14,29,32,33,05,10
2007-09-24,03,07,24,28,35,08,11
2007-09-22,13,21,22,30,35,01,11
2007-09-19,09,10,15,17,32,04,06
2007-09-17,08,25,26,29,35,06,08
2007-09-17,01,06,15,19,35,02,09
2007-09-12,04,16,18,23,30,01,10
2007-09-10,09,16,20,26,35,11,12
2007-09-08,04,05,07,12,26,01,10
2007-09-05,04,09,22,24,31,02,06
2007-09-03,07,10,22,31,35,05,06
2007-09-01,03,16,17,22,35,01,08
2007-08-29,05,21,25,28,35,01,04
2007-08-27,10,11,20,21,35,07,11
2007-08-25,06,21,25,27,32,08,09
2007-08-22,01,06,07,17,31,11,12
2007-08-20,15,18,21,27,34,01,02
2007-08-18,07,11,16,31,32,01,12
2007-08-15,06,08,11,13,22,02,11
2007-08-13,01,05,08,14,22,03,12
2007-08-11,01,13,21,23,32,04,11
2007-08-08,03,21,27,31,32,06,08
2007-08-06,11,14,27,33,35,02,07
2007-08-04,15,22,25,29,35,09,11
2007-08-01,20,26,30,34,35,03,10
2007-07-30,02,03,10,19,27,06,10
2007-07-28,05,09,13,33,35,01,08
2007-07-25,22,24,26,27,34,02,10
2007-07-23,06,16,20,25,31,04,09
2007-07-21,08,10,23,32,34,08,10
2007-07-18,08,10,12,23,25,03,10
2007-07-16,02,04,24,29,33,01,02
2007-07-14,02,06,11,12,18,05,12
2007-07-11,03,06,17,22,23,04,06
2007-07-09,03,04,16,23,28,06,09
2007-07-07,13,14,29,32,34,03,12
2007-07-04,01,14,19,24,31,03,12
2007-07-02,02,08,12,13,17,11,12
2007-06-30,01,02,07,29,32,06,07
2007-06-27,12,17,27,29,34,06,09
2007-06-25,03,12,15,29,34,07,11
2007-06-23,29,32,33,34,35,09,10
2007-06-20,06,08,18,29,34,09,11
2007-06-18,01,03,09,19,34,09,12
2007-06-16,02,08,11,21,23,04,07
2007-06-13,14,16,25,26,35,04,09
2007-06-11,01,16,20,23,28,03,06
2007-06-09,01,09,19,20,30,02,11
2007-06-06,06,10,16,17,25,02,04
2007-06-04,03,04,18,23,32,01,06
2007-06-02,15,22,31,34,35,05,12
2007-05-30,22,24,29,31,35,04,11
